City,City URL,Location ID,Store URL,Address,CityTown,Name,PostalCode,StateProvince,Residential,Latitude,Longitude,PhoneNumber
cary,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/cary-nc-grocery.json,09700430,https://www.harristeeter.com/stores/grocery/nc/cary/09700430,885 Walnut St,Cary,Cary Village Square,27511,NC,False,35.7752649,-78.7647293,(919) 481-4251
cary,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/cary-nc-grocery.json,09700257,https://www.harristeeter.com/stores/grocery/nc/cary/09700257,2080 Kildaire Farm Rd,Cary,Crescent Commons,27511,NC,False,35.735267,-78.780582,(919) 233-9483
cary,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/cary-nc-grocery.json,09700112,https://www.harristeeter.com/stores/grocery/nc/cary/09700112,270 Grande Heights Dr,Cary,Harrison Pointe,27513,NC,False,35.804652,-78.780558,(919) 460-4326
cary,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/cary-nc-grocery.json,09700494,https://www.harristeeter.com/stores/grocery/nc/cary/09700494,1273 NW Maynard Rd,Cary,Maynard Crossing,27513,NC,False,35.7854462,-78.8120607,(919) 380-9955
cary,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/cary-nc-grocery.json,09700236,https://www.harristeeter.com/stores/grocery/nc/cary/09700236,7145 Okelly Chapel Rd,Cary,Parkside Town Commons,27519,NC,False,35.843724,-78.887769,(919) 465-9432
cary,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/cary-nc-grocery.json,09700138,https://www.harristeeter.com/stores/grocery/nc/cary/09700138,98 Cornerstone Dr,CARY,Stone Creek Village,27519,NC,False,35.7903054,-78.8522718,(919) 467-1259
cary,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/cary-nc-grocery.json,09700331,https://www.harristeeter.com/stores/grocery/nc/cary/09700331,3430 Ten Ten Rd,Cary,Stonebridge Village,27518,NC,False,35.7022751,-78.7920984,(919) 387-8272
cary,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/cary-nc-grocery.json,09700330,https://www.harristeeter.com/stores/grocery/nc/cary/09700330,1151 Tryon Village Dr,CARY,Tryon Village,27518,NC,False,35.7470577,-78.7433543,(919) 233-3476
chapel-hill,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/chapel-hill-nc-grocery.json,09700223,https://www.harristeeter.com/stores/grocery/nc/chapel-hill/09700223,1800 Martin Luther King Jr Blvd,Chapel Hill,Chapel Hill North,27514,NC,False,35.9683503,-79.0585928,(919) 968-0110
chapel-hill,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/chapel-hill-nc-grocery.json,09700137,https://www.harristeeter.com/stores/grocery/nc/chapel-hill/09700137,88 Chatham Downs Dr,Chapel Hill,Chatham Downs,27517,NC,False,35.8309838,-79.0864031,(919) 960-0275
chapel-hill,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/chapel-hill-nc-grocery.json,09700120,https://www.harristeeter.com/stores/grocery/nc/chapel-hill/09700120,116 W Barbee Chapel Rd,CHAPEL HILL,Meadowmont Village,27517,NC,False,35.9064668,-79.0108837,(919) 932-5020
chapel-hill,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/chapel-hill-nc-grocery.json,09700117,https://www.harristeeter.com/stores/grocery/nc/chapel-hill/09700117,2110 S Estes Dr Ste OP-4,Chapel Hill,University Place,27514,NC,False,35.9296154,-79.0265544,(919) 933-5700
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700030,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700030,3333 Pineville Matthews Rd,Charlotte,Arboretum,28226,NC,False,35.0962486,-80.7846129,(704) 544-3340
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700011,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700011,15007 John J Delaney Dr,Charlotte,Ballantyne Commons East,28277,NC,False,35.0531287,-80.849012,(704) 716-2000
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700003,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700003,4821 Berewick Town Center Dr,Charlotte,Berewick Town Center,28278,NC,False,35.1599728,-80.97268,(704) 587-1011
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700027,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700027,9720 Rea Rd,CHARLOTTE,Blakeney,28277,NC,False,35.0363763,-80.8067898,(704) 752-1013
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700046,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700046,9641 Brookdale Dr,Charlotte,Brookdale,28215,NC,False,35.28272,-80.669485,(704) 599-8449
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700401,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700401,1704 Central Ave,CHARLOTTE,Central Avenue,28205,NC,False,35.2198011,-80.8100881,(704) 375-8491
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700220,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700220,2720 W Mallard Creek Church Rd,CHARLOTTE,Cochran Commons,28262,NC,False,35.3415123,-80.764915,(704) 717-7501
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700004,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700004,7823 Colony Rd,Charlotte,Colony Place,28226,NC,False,35.1064892,-80.8063346,(704) 341-3688
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700208,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700208,112 S Sharon Amity Rd,Charlotte,Cotswold,28211,NC,False,35.1774346,-80.801145,(704) 366-1675
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700205,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700205,325 W 6th St,Charlotte,Fifth and Poplar,28202,NC,False,35.2310155,-80.8439104,(704) 332-8479
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700122,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700122,5810 Highland Shoppes Dr,Charlotte,Highland Creek,28269,NC,False,35.371535,-80.782912,(704) 875-0993
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700061,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700061,1227 East Blvd,CHARLOTTE,Kenilworth Commons,28203,NC,False,35.2036585,-80.8447716,(704) 375-5071
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700174,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700174,5706 Wyalong Dr,Charlotte,Mintworth Commons,28227,NC,False,35.1729346,-80.7090276,(704) 545-0229
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700160,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700160,6701 Carnegie Blvd,Charlotte,Morrocroft Village,28211,NC,False,35.152866,-80.825797,(704) 364-1245
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700412,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700412,1015 Providence Rd,CHARLOTTE,Myers Park Center,28207,NC,False,35.1956997,-80.8264705,(704) 338-9100
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700294,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700294,4100 Carmel Rd,Charlotte,Olde Towne Village,28226,NC,False,35.117147,-80.8243163,(704) 542-6228
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700218,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700218,4101 Park Rd,Charlotte,Park Road Shopping Center,28209,NC,False,35.175698,-80.850099,(704) 523-8106
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700035,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700035,5030 Park Rd,CHARLOTTE,Park Selwyn Terrace,28209,NC,False,35.1616388,-80.8495031,(704) 525-2619
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700045,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700045,10616 Providence Rd,CHARLOTTE,Providence Commons,28277,NC,False,35.0653192,-80.7734119,(704) 849-2776
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700204,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700204,8538 Park Rd,CHARLOTTE,Quail Corners,28210,NC,False,35.1166484,-80.8581978,(704) 552-7212
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700440,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700440,11135 Golf Links Dr,Charlotte,Rea Farms,28277,NC,False,35.0509901,-80.7695297,(704) 303-8601
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700366,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700366,4701 Smith Farm Rd,Charlotte,Riverbend Village,28216,NC,False,35.3351076,-80.9338145,(704) 949-2220
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700171,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700171,1621 Sardis Rd N,CHARLOTTE,Sardis Crossing,28270,NC,False,35.140704,-80.7386878,(704) 846-4885
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700305,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700305,2717 South Blvd,Charlotte,Sedgefield,28209,NC,False,35.2003904,-80.8666532,(704) 527-1018
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700317,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700317,16625 Lancaster Hwy,Charlotte,Shoppes at Ardrey Kell,28277,NC,False,35.0242671,-80.8481162,(704) 714-4795
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700088,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700088,13000 S Tryon St,Charlotte,Steelecroft,28278,NC,False,35.1032739,-80.9909196,(704) 587-9970
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700066,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700066,7852 Rea Rd,CHARLOTTE,Stonecrest,28277,NC,False,35.0599677,-80.8167062,(704) 341-2061
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700472,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700472,8445 Davis Lake Pkwy,Charlotte,The Shoppes at Davis Lake,28269,NC,False,35.3341235,-80.8144065,(704) 597-7014
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700258,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700258,8600 University City Blvd,Charlotte,Town Center Plaza,28213,NC,False,35.2962342,-80.7383467,(704) 593-1395
clayton,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/clayton-nc-grocery.json,09700229,https://www.harristeeter.com/stores/grocery/nc/clayton/09700229,67 Flowers Crossroads Way,CLAYTON,Flowers Crossroads,27527,NC,False,35.6559362,-78.3471877,(919) 359-8023
concord,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/concord-nc-grocery.json,09700190,https://www.harristeeter.com/stores/grocery/nc/concord/09700190,9900 Poplar Tent Rd Ste 140,CONCORD,Cannon Crossroads,28027,NC,False,35.4189694,-80.7427085,(704) 721-0735
concord,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/concord-nc-grocery.json,09700068,https://www.harristeeter.com/stores/grocery/nc/concord/09700068,358 George W Liles Pkwy NW,Concord,Coddle Creek Market,28027,NC,False,35.412218,-80.663273,(704) 786-2510
concord,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/concord-nc-grocery.json,09700202,https://www.harristeeter.com/stores/grocery/nc/concord/09700202,1245 (Hwy 29) Concord Pkwy N Suite 1,Concord,Shoppes at Davidson Corner,28025,NC,False,35.4327004,-80.6059238,(704) 795-9351
cornelius,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/cornelius-nc-grocery.json,09700416,https://www.harristeeter.com/stores/grocery/nc/cornelius/09700416,21720 Catawba Ave,Cornelius,Antiquity,28031,NC,False,35.4812445,-80.856505,(704) 895-5351
cornelius,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/cornelius-nc-grocery.json,09700179,https://www.harristeeter.com/stores/grocery/nc/cornelius/09700179,19815 North Cove Rd,CORNELIUS,Jetton Village,28031,NC,False,35.4775366,-80.8941263,(704) 895-5020
corolla,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/corolla-nc-grocery.json,09700266,https://www.harristeeter.com/stores/grocery/nc/corolla/09700266,601 Currituck Clubhouse Dr,COROLLA,Currituck Club,27927,NC,False,36.3030868,-75.8065443,(252) 453-0153
carrboro,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/carrboro-nc-grocery.json,09700297,https://www.harristeeter.com/stores/grocery/nc/carrboro/09700297,310 N Greensboro St,Carrboro,Carr Mill,27510,NC,False,35.912364,-79.070885,(919) 942-8564
carthage,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/carthage-nc-grocery.json,09700212,https://www.harristeeter.com/stores/grocery/nc/carthage/09700212,400 Mill Creek Rd,Carthage,Mill Creek Village,28327,NC,False,35.2269615,-79.3958352,(910) 246-0710
cary,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/cary-nc-grocery.json,09700298,https://www.harristeeter.com/stores/grocery/nc/cary/09700298,10140 Green Level Church Rd,Cary,Cary Park Town Center,27519,NC,False,35.8211179,-78.900703,(919) 460-3126
cary,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/cary-nc-grocery.json,09700430,https://www.harristeeter.com/stores/grocery/nc/cary/09700430,885 Walnut St,Cary,Cary Village Square,27511,NC,False,35.7752649,-78.7647293,(919) 481-4251
cary,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/cary-nc-grocery.json,09700257,https://www.harristeeter.com/stores/grocery/nc/cary/09700257,2080 Kildaire Farm Rd,Cary,Crescent Commons,27511,NC,False,35.735267,-78.780582,(919) 233-9483
cary,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/cary-nc-grocery.json,09700112,https://www.harristeeter.com/stores/grocery/nc/cary/09700112,270 Grande Heights Dr,Cary,Harrison Pointe,27513,NC,False,35.804652,-78.780558,(919) 460-4326
cary,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/cary-nc-grocery.json,09700494,https://www.harristeeter.com/stores/grocery/nc/cary/09700494,1273 NW Maynard Rd,Cary,Maynard Crossing,27513,NC,False,35.7854462,-78.8120607,(919) 380-9955
cary,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/cary-nc-grocery.json,09700236,https://www.harristeeter.com/stores/grocery/nc/cary/09700236,7145 Okelly Chapel Rd,Cary,Parkside Town Commons,27519,NC,False,35.843724,-78.887769,(919) 465-9432
cary,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/cary-nc-grocery.json,09700138,https://www.harristeeter.com/stores/grocery/nc/cary/09700138,98 Cornerstone Dr,CARY,Stone Creek Village,27519,NC,False,35.7903054,-78.8522718,(919) 467-1259
cary,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/cary-nc-grocery.json,09700331,https://www.harristeeter.com/stores/grocery/nc/cary/09700331,3430 Ten Ten Rd,Cary,Stonebridge Village,27518,NC,False,35.7022751,-78.7920984,(919) 387-8272
cary,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/cary-nc-grocery.json,09700330,https://www.harristeeter.com/stores/grocery/nc/cary/09700330,1151 Tryon Village Dr,CARY,Tryon Village,27518,NC,False,35.7470577,-78.7433543,(919) 233-3476
chapel-hill,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/chapel-hill-nc-grocery.json,09700223,https://www.harristeeter.com/stores/grocery/nc/chapel-hill/09700223,1800 Martin Luther King Jr Blvd,Chapel Hill,Chapel Hill North,27514,NC,False,35.9683503,-79.0585928,(919) 968-0110
chapel-hill,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/chapel-hill-nc-grocery.json,09700137,https://www.harristeeter.com/stores/grocery/nc/chapel-hill/09700137,88 Chatham Downs Dr,Chapel Hill,Chatham Downs,27517,NC,False,35.8309838,-79.0864031,(919) 960-0275
chapel-hill,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/chapel-hill-nc-grocery.json,09700120,https://www.harristeeter.com/stores/grocery/nc/chapel-hill/09700120,116 W Barbee Chapel Rd,CHAPEL HILL,Meadowmont Village,27517,NC,False,35.9064668,-79.0108837,(919) 932-5020
chapel-hill,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/chapel-hill-nc-grocery.json,09700117,https://www.harristeeter.com/stores/grocery/nc/chapel-hill/09700117,2110 S Estes Dr Ste OP-4,Chapel Hill,University Place,27514,NC,False,35.9296154,-79.0265544,(919) 933-5700
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700030,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700030,3333 Pineville Matthews Rd,Charlotte,Arboretum,28226,NC,False,35.0962486,-80.7846129,(704) 544-3340
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700011,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700011,15007 John J Delaney Dr,Charlotte,Ballantyne Commons East,28277,NC,False,35.0531287,-80.849012,(704) 716-2000
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700003,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700003,4821 Berewick Town Center Dr,Charlotte,Berewick Town Center,28278,NC,False,35.1599728,-80.97268,(704) 587-1011
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700027,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700027,9720 Rea Rd,CHARLOTTE,Blakeney,28277,NC,False,35.0363763,-80.8067898,(704) 752-1013
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700046,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700046,9641 Brookdale Dr,Charlotte,Brookdale,28215,NC,False,35.28272,-80.669485,(704) 599-8449
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700401,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700401,1704 Central Ave,CHARLOTTE,Central Avenue,28205,NC,False,35.2198011,-80.8100881,(704) 375-8491
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700220,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700220,2720 W Mallard Creek Church Rd,CHARLOTTE,Cochran Commons,28262,NC,False,35.3415123,-80.764915,(704) 717-7501
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700004,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700004,7823 Colony Rd,Charlotte,Colony Place,28226,NC,False,35.1064892,-80.8063346,(704) 341-3688
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700208,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700208,112 S Sharon Amity Rd,Charlotte,Cotswold,28211,NC,False,35.1774346,-80.801145,(704) 366-1675
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700205,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700205,325 W 6th St,Charlotte,Fifth and Poplar,28202,NC,False,35.2310155,-80.8439104,(704) 332-8479
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700122,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700122,5810 Highland Shoppes Dr,Charlotte,Highland Creek,28269,NC,False,35.371535,-80.782912,(704) 875-0993
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700061,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700061,1227 East Blvd,CHARLOTTE,Kenilworth Commons,28203,NC,False,35.2036585,-80.8447716,(704) 375-5071
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700174,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700174,5706 Wyalong Dr,Charlotte,Mintworth Commons,28227,NC,False,35.1729346,-80.7090276,(704) 545-0229
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700160,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700160,6701 Carnegie Blvd,Charlotte,Morrocroft Village,28211,NC,False,35.152866,-80.825797,(704) 364-1245
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700412,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700412,1015 Providence Rd,CHARLOTTE,Myers Park Center,28207,NC,False,35.1956997,-80.8264705,(704) 338-9100
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700294,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700294,4100 Carmel Rd,Charlotte,Olde Towne Village,28226,NC,False,35.117147,-80.8243163,(704) 542-6228
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700218,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700218,4101 Park Rd,Charlotte,Park Road Shopping Center,28209,NC,False,35.175698,-80.850099,(704) 523-8106
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700035,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700035,5030 Park Rd,CHARLOTTE,Park Selwyn Terrace,28209,NC,False,35.1616388,-80.8495031,(704) 525-2619
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700045,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700045,10616 Providence Rd,CHARLOTTE,Providence Commons,28277,NC,False,35.0653192,-80.7734119,(704) 849-2776
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700204,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700204,8538 Park Rd,CHARLOTTE,Quail Corners,28210,NC,False,35.1166484,-80.8581978,(704) 552-7212
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700440,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700440,11135 Golf Links Dr,Charlotte,Rea Farms,28277,NC,False,35.0509901,-80.7695297,(704) 303-8601
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700366,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700366,4701 Smith Farm Rd,Charlotte,Riverbend Village,28216,NC,False,35.3351076,-80.9338145,(704) 949-2220
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700171,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700171,1621 Sardis Rd N,CHARLOTTE,Sardis Crossing,28270,NC,False,35.140704,-80.7386878,(704) 846-4885
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700305,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700305,2717 South Blvd,Charlotte,Sedgefield,28209,NC,False,35.2003904,-80.8666532,(704) 527-1018
charlotte,https://www.harristeeter.com/seo-store-files/link-hub/store-details-cities/charlotte-nc-grocery.json,09700317,https://www.harristeeter.com/stores/grocery/nc/charlotte/09700317,16625 Lancaster Hwy,Charlotte,Shoppes at Ardrey Kell,28277,NC,False,35.0242671,-80.8481162,(704) 714-4795
